,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"noninttitlepow[11, 13]",0.704,0.205,0.318,1.076,0.006,0.004,1364.0,2966.0,1.0
"noninttitlepow[11, 14]",0.706,0.206,0.315,1.078,0.007,0.005,926.0,1865.0,1.0
"noninttitlepow[11, 15]",0.703,0.206,0.334,1.097,0.007,0.005,877.0,1629.0,1.0
"noninttitlepow[11, 16]",0.705,0.203,0.324,1.086,0.007,0.005,966.0,3120.0,1.0
"noninttitlepow[11, 17]",0.708,0.205,0.332,1.101,0.007,0.005,760.0,2032.0,1.0
"noninttitlepow[12, 0]",0.722,0.169,0.409,1.035,0.006,0.004,823.0,2340.0,1.0
"noninttitlepow[12, 1]",0.665,0.103,0.489,0.868,0.005,0.004,421.0,1464.0,1.0
"noninttitlepow[12, 2]",0.773,0.114,0.566,0.987,0.006,0.004,388.0,1145.0,1.0
"noninttitlepow[12, 3]",0.549,0.088,0.394,0.715,0.004,0.003,431.0,1228.0,1.0
"noninttitlepow[12, 4]",0.616,0.095,0.445,0.797,0.005,0.003,424.0,1132.0,1.0
"noninttitlepow[12, 5]",0.572,0.09,0.409,0.739,0.004,0.003,435.0,1446.0,1.0
"noninttitlepow[12, 6]",0.708,0.207,0.331,1.109,0.007,0.005,1035.0,2032.0,1.0
"noninttitlepow[12, 7]",0.702,0.207,0.287,1.067,0.006,0.005,1061.0,2139.0,1.0
"noninttitlepow[12, 8]",0.707,0.206,0.329,1.099,0.006,0.004,1256.0,2263.0,1.0
"noninttitlepow[12, 9]",0.705,0.205,0.333,1.092,0.007,0.005,900.0,1988.0,1.0
"noninttitlepow[12, 10]",0.704,0.205,0.318,1.093,0.006,0.005,1053.0,2247.0,1.0
"noninttitlepow[12, 11]",0.707,0.207,0.328,1.091,0.007,0.005,995.0,2137.0,1.0
"noninttitlepow[12, 12]",0.705,0.205,0.32,1.087,0.007,0.005,994.0,2059.0,1.0
"noninttitlepow[12, 13]",0.707,0.203,0.338,1.091,0.007,0.005,984.0,2729.0,1.0
"noninttitlepow[12, 14]",0.702,0.205,0.318,1.09,0.007,0.005,837.0,1919.0,1.0
"noninttitlepow[12, 15]",0.709,0.208,0.32,1.105,0.007,0.005,906.0,1471.0,1.0
"noninttitlepow[12, 16]",0.703,0.21,0.316,1.108,0.007,0.005,902.0,2009.0,1.0
"noninttitlepow[12, 17]",0.707,0.207,0.311,1.081,0.006,0.004,1290.0,1848.0,1.0
"noninttitlepow[13, 0]",0.702,0.207,0.326,1.105,0.006,0.004,1290.0,2106.0,1.0
"noninttitlepow[13, 1]",0.705,0.206,0.323,1.096,0.007,0.005,971.0,1951.0,1.0
"noninttitlepow[13, 2]",0.706,0.208,0.323,1.1,0.006,0.005,1054.0,2996.0,1.0
"noninttitlepow[13, 3]",0.702,0.209,0.285,1.07,0.007,0.005,977.0,1711.0,1.0
"noninttitlepow[13, 4]",0.701,0.21,0.298,1.094,0.006,0.005,1092.0,2397.0,1.0
"noninttitlepow[13, 5]",0.702,0.206,0.331,1.104,0.006,0.004,1319.0,2666.0,1.0
"noninttitlepow[13, 6]",0.706,0.204,0.342,1.107,0.006,0.005,1086.0,2338.0,1.0
"noninttitlepow[13, 7]",0.707,0.203,0.318,1.082,0.007,0.005,876.0,1546.0,1.0
"noninttitlepow[13, 8]",0.703,0.206,0.327,1.089,0.007,0.005,961.0,2207.0,1.0
"noninttitlepow[13, 9]",0.705,0.205,0.32,1.103,0.006,0.004,1256.0,2856.0,1.0
"noninttitlepow[13, 10]",0.7,0.207,0.309,1.087,0.007,0.005,955.0,2508.0,1.0
"noninttitlepow[13, 11]",0.702,0.208,0.319,1.11,0.006,0.005,1146.0,2103.0,1.0
"noninttitlepow[13, 12]",0.709,0.204,0.334,1.089,0.006,0.005,1080.0,2195.0,1.0
"noninttitlepow[13, 13]",0.705,0.202,0.33,1.09,0.006,0.004,1189.0,1873.0,1.0
"noninttitlepow[13, 14]",0.71,0.207,0.328,1.107,0.007,0.005,896.0,1945.0,1.0
"noninttitlepow[13, 15]",0.703,0.209,0.304,1.088,0.006,0.004,1286.0,2105.0,1.0
"noninttitlepow[13, 16]",0.704,0.204,0.317,1.084,0.006,0.005,1014.0,2232.0,1.0
"noninttitlepow[13, 17]",0.705,0.205,0.325,1.103,0.007,0.005,995.0,2224.0,1.0
"noninttitlepow[14, 0]",0.707,0.204,0.31,1.075,0.006,0.005,1017.0,1550.0,1.0
"noninttitlepow[14, 1]",0.701,0.211,0.305,1.101,0.008,0.005,784.0,2161.0,1.0
"noninttitlepow[14, 2]",0.707,0.208,0.343,1.124,0.007,0.005,941.0,2432.0,1.0
"noninttitlepow[14, 3]",0.698,0.212,0.295,1.098,0.006,0.005,1124.0,1630.0,1.0
"noninttitlepow[14, 4]",0.703,0.204,0.321,1.087,0.006,0.004,1157.0,2603.0,1.0
"noninttitlepow[14, 5]",0.704,0.206,0.31,1.084,0.007,0.005,948.0,1806.0,1.0
"noninttitlepow[14, 6]",0.704,0.207,0.316,1.097,0.006,0.004,1391.0,2298.0,1.0
"noninttitlepow[14, 7]",0.701,0.206,0.312,1.081,0.007,0.005,1010.0,2066.0,1.0
"noninttitlepow[14, 8]",0.708,0.216,0.298,1.113,0.007,0.005,920.0,1418.0,1.0
"noninttitlepow[14, 9]",0.702,0.206,0.324,1.096,0.007,0.005,806.0,1454.0,1.0
"noninttitlepow[14, 10]",0.703,0.205,0.308,1.078,0.006,0.004,1299.0,2991.0,1.0
"noninttitlepow[14, 11]",0.706,0.212,0.337,1.129,0.006,0.005,1089.0,1879.0,1.0
"noninttitlepow[14, 12]",0.705,0.206,0.312,1.091,0.006,0.005,1113.0,2104.0,1.0
"noninttitlepow[14, 13]",0.705,0.205,0.33,1.112,0.006,0.004,1243.0,2416.0,1.0
"noninttitlepow[14, 14]",0.702,0.208,0.311,1.09,0.007,0.005,1022.0,2202.0,1.0
"noninttitlepow[14, 15]",0.704,0.21,0.336,1.107,0.006,0.005,1120.0,2101.0,1.0
"noninttitlepow[14, 16]",0.708,0.203,0.33,1.089,0.006,0.005,1016.0,2345.0,1.0
"noninttitlepow[14, 17]",0.706,0.21,0.311,1.105,0.007,0.005,925.0,1761.0,1.0
"noninttitlepow[15, 0]",0.709,0.202,0.332,1.085,0.006,0.005,1033.0,1642.0,1.0
"noninttitlepow[15, 1]",0.701,0.206,0.327,1.103,0.006,0.004,1397.0,3266.0,1.0
"noninttitlepow[15, 2]",0.729,0.167,0.438,1.058,0.005,0.003,1214.0,3177.0,1.0
"noninttitlepow[15, 3]",0.703,0.212,0.313,1.103,0.007,0.005,945.0,1458.0,1.0
"noninttitlepow[15, 4]",0.704,0.208,0.319,1.093,0.006,0.004,1115.0,2448.0,1.0
"noninttitlepow[15, 5]",0.702,0.207,0.328,1.1,0.006,0.005,1029.0,1516.0,1.0
"noninttitlepow[15, 6]",0.707,0.205,0.336,1.108,0.006,0.005,1062.0,2001.0,1.0
"noninttitlepow[15, 7]",0.707,0.203,0.349,1.103,0.006,0.004,1213.0,2122.0,1.0
"noninttitlepow[15, 8]",0.704,0.206,0.318,1.092,0.007,0.005,963.0,2248.0,1.0
"noninttitlepow[15, 9]",0.706,0.207,0.326,1.095,0.006,0.005,1221.0,1771.0,1.0
"noninttitlepow[15, 10]",0.707,0.207,0.305,1.089,0.006,0.005,1092.0,2374.0,1.0
"noninttitlepow[15, 11]",0.701,0.207,0.301,1.08,0.006,0.004,1368.0,3149.0,1.0
"noninttitlepow[15, 12]",0.707,0.207,0.335,1.107,0.007,0.005,778.0,1872.0,1.0
"noninttitlepow[15, 13]",0.705,0.204,0.316,1.081,0.006,0.005,1133.0,2061.0,1.0
"noninttitlepow[15, 14]",0.707,0.207,0.307,1.083,0.006,0.004,1290.0,1605.0,1.0
"noninttitlepow[15, 15]",0.702,0.206,0.34,1.106,0.006,0.005,1151.0,2105.0,1.0
"noninttitlepow[15, 16]",0.705,0.199,0.335,1.078,0.006,0.004,1113.0,2240.0,1.0
"noninttitlepow[15, 17]",0.706,0.207,0.334,1.107,0.007,0.005,907.0,1637.0,1.0
"noninttitlepow[16, 0]",0.702,0.204,0.297,1.07,0.006,0.005,1098.0,2187.0,1.0
"noninttitlepow[16, 1]",0.707,0.203,0.319,1.085,0.006,0.004,1197.0,2413.0,1.0
"noninttitlepow[16, 2]",0.706,0.203,0.328,1.086,0.006,0.005,1036.0,1835.0,1.0
"noninttitlepow[16, 3]",0.707,0.202,0.322,1.086,0.007,0.005,863.0,2366.0,1.0
"noninttitlepow[16, 4]",0.708,0.201,0.331,1.081,0.006,0.004,1131.0,2071.0,1.0
"noninttitlepow[16, 5]",0.707,0.205,0.338,1.107,0.007,0.005,947.0,2142.0,1.0
"noninttitlepow[16, 6]",0.71,0.206,0.335,1.113,0.007,0.005,933.0,1894.0,1.0
"noninttitlepow[16, 7]",0.702,0.206,0.307,1.08,0.007,0.005,911.0,2279.0,1.0
"noninttitlepow[16, 8]",0.702,0.21,0.325,1.109,0.006,0.005,1217.0,2114.0,1.0
"noninttitlepow[16, 9]",0.704,0.207,0.31,1.081,0.006,0.005,1088.0,2341.0,1.0
"noninttitlepow[16, 10]",0.706,0.207,0.34,1.117,0.006,0.005,1068.0,2398.0,1.0
"noninttitlepow[16, 11]",0.706,0.205,0.335,1.107,0.006,0.005,1135.0,1782.0,1.0
"noninttitlepow[16, 12]",0.704,0.207,0.306,1.077,0.007,0.005,1023.0,1986.0,1.0
"noninttitlepow[16, 13]",0.706,0.204,0.297,1.057,0.007,0.005,931.0,1570.0,1.0
"noninttitlepow[16, 14]",0.703,0.207,0.322,1.102,0.006,0.005,1037.0,2474.0,1.0
"noninttitlepow[16, 15]",0.705,0.208,0.323,1.102,0.006,0.005,1076.0,1410.0,1.0
"noninttitlepow[16, 16]",0.702,0.209,0.316,1.088,0.006,0.005,1196.0,2567.0,1.0
"noninttitlepow[16, 17]",0.704,0.207,0.307,1.078,0.006,0.004,1158.0,2106.0,1.0
"noninttitlepow[17, 0]",0.614,0.174,0.299,0.93,0.004,0.003,2145.0,4027.0,1.0
"noninttitlepow[17, 1]",0.706,0.207,0.3,1.081,0.006,0.005,1117.0,2762.0,1.0
"noninttitlepow[17, 2]",0.71,0.206,0.33,1.104,0.007,0.005,905.0,1419.0,1.0
"noninttitlepow[17, 3]",0.708,0.198,0.314,1.049,0.006,0.004,1206.0,2370.0,1.0
"noninttitlepow[17, 4]",0.702,0.204,0.33,1.095,0.007,0.005,920.0,2680.0,1.0
"noninttitlepow[17, 5]",0.708,0.206,0.329,1.091,0.006,0.005,1125.0,2827.0,1.0
"noninttitlepow[17, 6]",0.703,0.206,0.319,1.097,0.006,0.004,1286.0,2213.0,1.0
"noninttitlepow[17, 7]",0.707,0.209,0.326,1.108,0.006,0.005,1112.0,2405.0,1.0
"noninttitlepow[17, 8]",0.707,0.203,0.333,1.083,0.006,0.005,1076.0,2123.0,1.0
"noninttitlepow[17, 9]",0.7,0.201,0.324,1.079,0.006,0.004,1332.0,2291.0,1.0
"noninttitlepow[17, 10]",0.7,0.21,0.31,1.105,0.007,0.005,919.0,1053.0,1.0
"noninttitlepow[17, 11]",0.704,0.207,0.326,1.107,0.007,0.005,1029.0,1642.0,1.0
"noninttitlepow[17, 12]",0.7,0.207,0.314,1.093,0.006,0.005,1081.0,2200.0,1.0
"noninttitlepow[17, 13]",0.704,0.208,0.316,1.1,0.007,0.005,1006.0,2326.0,1.0
"noninttitlepow[17, 14]",0.712,0.203,0.324,1.095,0.006,0.004,1337.0,2166.0,1.0
"noninttitlepow[17, 15]",0.707,0.208,0.34,1.122,0.007,0.005,1003.0,1540.0,1.0
"noninttitlepow[17, 16]",0.702,0.209,0.307,1.081,0.006,0.005,1088.0,2004.0,1.0
"noninttitlepow[17, 17]",0.704,0.205,0.303,1.074,0.006,0.004,1267.0,2613.0,1.0
bookpow,0.294,0.068,0.178,0.423,0.002,0.002,808.0,1682.0,1.0
hifuupow,0.141,0.095,0.0,0.31,0.003,0.002,1005.0,1155.0,1.01
CDpow,0.413,0.097,0.23,0.587,0.004,0.003,725.0,1673.0,1.01
oldpow,0.092,0.013,0.069,0.116,0.0,0.0,1020.0,2461.0,1.0
otherpow,0.198,0.06,0.099,0.308,0.002,0.001,996.0,1587.0,1.0
orgpow,0.1,0.102,0.0,0.286,0.001,0.001,6558.0,3229.0,1.0
seihoupow,0.17,0.029,0.118,0.225,0.001,0.001,490.0,833.0,1.01
indivisual[0],67.481,5.224,58.211,77.444,0.443,0.314,139.0,352.0,1.02
indivisual[1],61.858,4.784,53.378,71.296,0.408,0.289,138.0,318.0,1.02
indivisual[2],25.391,2.138,21.537,29.433,0.167,0.118,165.0,499.0,1.02
indivisual[3],77.739,6.149,66.485,89.421,0.507,0.359,148.0,368.0,1.02
indivisual[4],28.663,2.324,24.53,33.183,0.189,0.134,150.0,398.0,1.02
indivisual[5],27.471,2.314,23.322,31.999,0.179,0.127,168.0,408.0,1.02
indivisual[6],45.071,3.734,38.544,52.424,0.294,0.208,162.0,389.0,1.02
indivisual[7],17.506,1.52,14.743,20.339,0.117,0.083,169.0,452.0,1.02
indivisual[8],11.845,1.015,9.956,13.72,0.079,0.056,166.0,456.0,1.02
indivisual[9],38.491,3.294,32.383,44.634,0.249,0.177,175.0,481.0,1.02
indivisual[10],215.786,30.222,160.571,271.865,0.822,0.582,1297.0,2584.0,1.0
indivisual[11],13.081,1.148,11.021,15.275,0.086,0.061,176.0,406.0,1.02
indivisual[12],8.709,0.935,6.947,10.398,0.059,0.042,254.0,783.0,1.01
indivisual[13],36.277,3.879,29.165,43.739,0.288,0.204,179.0,449.0,1.01
indivisual[14],1.524,0.258,1.06,2.01,0.009,0.007,780.0,2104.0,1.0
indivisual[15],34.245,3.295,28.321,40.517,0.221,0.156,220.0,787.0,1.01
indivisual[16],65.131,11.747,43.471,86.346,0.488,0.346,565.0,1075.0,1.01
indivisual[17],27.459,3.032,21.907,33.317,0.217,0.153,193.0,493.0,1.01
indivisual[18],34.903,3.349,28.593,41.155,0.224,0.159,224.0,718.0,1.01
indivisual[19],29.046,5.613,19.411,40.101,0.218,0.154,645.0,1580.0,1.01
indivisual[20],5.439,0.496,4.566,6.408,0.035,0.025,197.0,524.0,1.02
indivisual[21],41.593,3.688,34.622,48.339,0.274,0.194,179.0,529.0,1.02
indivisual[22],16.845,1.734,13.687,20.107,0.113,0.08,239.0,736.0,1.01
indivisual[23],14.959,1.384,12.39,17.598,0.099,0.07,195.0,601.0,1.02
indivisual[24],45.685,8.413,29.846,61.173,0.339,0.24,601.0,1108.0,1.01
indivisual[25],17.005,1.827,13.581,20.45,0.108,0.077,287.0,1135.0,1.01
indivisual[26],5.245,0.514,4.261,6.196,0.034,0.024,228.0,631.0,1.01
indivisual[27],7.868,2.299,4.224,12.008,0.077,0.054,904.0,1935.0,1.01
indivisual[28],9.878,0.911,8.23,11.582,0.065,0.046,198.0,652.0,1.02
indivisual[29],20.535,6.335,9.914,32.57,0.185,0.131,1104.0,1652.0,1.0
indivisual[30],3.005,0.391,2.295,3.744,0.02,0.014,404.0,1227.0,1.01
indivisual[31],3.198,0.544,2.19,4.216,0.019,0.014,818.0,2354.0,1.0
indivisual[32],2.051,0.236,1.614,2.505,0.014,0.01,278.0,963.0,1.01
indivisual[33],1.877,0.232,1.462,2.316,0.012,0.009,349.0,1511.0,1.01
indivisual[34],10.895,2.488,6.494,15.574,0.083,0.059,875.0,2223.0,1.0
indivisual[35],0.867,0.127,0.638,1.111,0.006,0.004,533.0,1973.0,1.01
indivisual[36],1.075,0.18,0.761,1.432,0.007,0.005,628.0,1949.0,1.01
indivisual[37],2.815,0.497,1.909,3.751,0.016,0.012,944.0,3123.0,1.0
indivisual[38],25.569,7.03,15.024,38.776,0.25,0.177,770.0,1602.0,1.01
indivisual[39],6.178,0.562,5.137,7.243,0.04,0.029,194.0,522.0,1.02
indivisual[40],0.041,0.01,0.023,0.062,0.0,0.0,1057.0,3522.0,1.0
indivisual[41],6.942,0.699,5.692,8.28,0.046,0.033,232.0,689.0,1.01
indivisual[42],14.935,1.506,12.226,17.825,0.097,0.069,241.0,653.0,1.01
indivisual[43],5.478,0.602,4.344,6.591,0.035,0.025,300.0,984.0,1.01
indivisual[44],0.365,0.063,0.252,0.484,0.002,0.002,779.0,2315.0,1.0
indivisual[45],0.832,0.133,0.595,1.094,0.005,0.004,676.0,2606.0,1.01
indivisual[46],3.051,0.32,2.478,3.676,0.02,0.014,272.0,1033.0,1.01
indivisual[47],1.804,0.236,1.347,2.232,0.011,0.008,453.0,1993.0,1.01
indivisual[48],0.543,0.105,0.352,0.744,0.003,0.002,943.0,2912.0,1.0
indivisual[49],2.32,0.637,1.212,3.519,0.019,0.013,1091.0,2542.0,1.0
indivisual[50],10.028,2.256,6.03,14.28,0.075,0.053,890.0,2432.0,1.01
indivisual[51],1.149,0.168,0.841,1.461,0.007,0.005,562.0,2571.0,1.01
indivisual[52],0.342,0.063,0.226,0.461,0.002,0.002,824.0,3247.0,1.0
indivisual[53],0.291,0.058,0.184,0.397,0.002,0.001,914.0,2758.0,1.0
indivisual[54],0.652,0.118,0.445,0.882,0.004,0.003,954.0,3143.0,1.0
indivisual[55],4.049,1.065,2.229,6.082,0.032,0.023,1079.0,2741.0,1.0
indivisual[56],10.515,2.433,6.034,14.985,0.082,0.058,866.0,1770.0,1.01
indivisual[57],1.659,0.468,0.859,2.535,0.013,0.01,1191.0,3251.0,1.0
indivisual[58],29.323,3.396,23.049,35.727,0.184,0.13,343.0,1497.0,1.01
indivisual[59],2.782,0.363,2.099,3.466,0.017,0.012,477.0,2066.0,1.01
indivisual[60],3.47,0.391,2.728,4.177,0.022,0.016,305.0,930.0,1.01
indivisual[61],8.139,1.089,6.124,10.157,0.065,0.046,273.0,772.0,1.0
indivisual[62],2.936,0.94,1.466,4.688,0.029,0.02,1068.0,1952.0,1.01
indivisual[63],3.235,0.866,1.73,4.858,0.026,0.018,1070.0,2615.0,1.0
indivisual[64],5.011,1.745,2.108,8.246,0.047,0.033,1280.0,2251.0,1.0
indivisual[65],0.668,0.128,0.434,0.91,0.004,0.003,1089.0,3647.0,1.0
indivisual[66],1.102,0.214,0.708,1.511,0.006,0.004,1268.0,3036.0,1.0
indivisual[67],22.138,1.809,18.801,25.545,0.14,0.099,167.0,458.0,1.02
indivisual[68],11.497,2.559,6.922,16.254,0.087,0.062,833.0,1799.0,1.01
indivisual[69],0.608,0.105,0.409,0.8,0.004,0.003,877.0,2537.0,1.0
indivisual[70],2.58,0.466,1.684,3.416,0.015,0.011,991.0,3866.0,1.0
indivisual[71],2.546,0.519,1.586,3.516,0.013,0.009,1550.0,4324.0,1.0
indivisual[72],2.161,0.79,0.855,3.665,0.02,0.014,1468.0,2564.0,1.0
indivisual[73],0.111,0.024,0.067,0.155,0.001,0.0,1203.0,3306.0,1.0
indivisual[74],39.236,3.259,32.932,45.178,0.276,0.196,142.0,441.0,1.03
indivisual[75],39.869,3.289,33.646,46.032,0.294,0.209,126.0,398.0,1.03
indivisual[76],24.421,2.025,20.682,28.283,0.176,0.125,134.0,443.0,1.03
indivisual[77],8.942,0.801,7.364,10.367,0.063,0.044,165.0,578.0,1.03
indivisual[78],5.616,0.524,4.647,6.611,0.041,0.029,164.0,616.0,1.02
indivisual[79],8.774,0.855,7.18,10.388,0.063,0.045,186.0,673.0,1.02
indivisual[80],2.508,0.256,2.028,2.987,0.017,0.012,219.0,712.0,1.02
indivisual[81],10.634,0.96,8.812,12.435,0.078,0.056,152.0,546.0,1.03
indivisual[82],5.246,0.516,4.229,6.176,0.037,0.026,197.0,725.0,1.02
indivisual[83],3.813,0.385,3.111,4.559,0.028,0.02,185.0,672.0,1.02
indivisual[84],10.305,0.947,8.613,12.171,0.076,0.054,156.0,621.0,1.02
indivisual[85],11.656,2.648,7.002,16.702,0.09,0.063,847.0,2317.0,1.01
indivisual[86],59.246,10.647,39.598,79.064,0.435,0.308,585.0,1179.0,1.01
indivisual[87],38.311,4.228,30.693,46.265,0.252,0.178,286.0,775.0,1.01
indivisual[88],6.069,1.537,3.37,8.967,0.047,0.033,1053.0,2550.0,1.0
indivisual[89],5.832,1.468,3.262,8.617,0.045,0.032,1021.0,2979.0,1.0
indivisual[90],2.953,0.331,2.364,3.602,0.019,0.013,310.0,894.0,1.01
indivisual[91],10.757,2.415,6.597,15.49,0.08,0.057,881.0,2120.0,1.0
indivisual[92],4.012,0.42,3.275,4.837,0.025,0.018,284.0,915.0,1.01
indivisual[93],0.55,0.093,0.379,0.722,0.004,0.003,631.0,2409.0,1.01
indivisual[94],8.316,1.994,4.994,12.312,0.066,0.046,911.0,2090.0,1.0
indivisual[95],0.739,0.135,0.495,0.989,0.005,0.003,857.0,2569.0,1.0
indivisual[96],0.147,0.032,0.091,0.206,0.001,0.001,1302.0,2765.0,1.0
indivisual[97],0.862,0.133,0.603,1.104,0.005,0.004,663.0,1902.0,1.01
indivisual[98],0.593,0.11,0.385,0.793,0.004,0.002,956.0,3078.0,1.0
indivisual[99],0.96,0.178,0.651,1.317,0.006,0.004,937.0,2988.0,1.0
indivisual[100],0.165,0.034,0.107,0.233,0.001,0.001,997.0,3592.0,1.0
indivisual[101],0.8,0.235,0.399,1.241,0.006,0.005,1299.0,2961.0,1.0
indivisual[102],1.655,0.618,0.612,2.782,0.016,0.011,1375.0,2236.0,1.0
indivisual[103],1.67,0.286,1.136,2.197,0.011,0.007,766.0,2291.0,1.01
indivisual[104],0.438,0.091,0.274,0.612,0.003,0.002,1155.0,3644.0,1.0
indivisual[105],0.526,0.096,0.345,0.703,0.003,0.002,856.0,2802.0,1.0
indivisual[106],6.408,1.093,4.32,8.396,0.033,0.024,1060.0,2953.0,1.0
indivisual[107],0.439,0.087,0.278,0.605,0.003,0.002,837.0,3322.0,1.0
indivisual[108],0.203,0.043,0.123,0.286,0.001,0.001,1278.0,3167.0,1.0
indivisual[109],0.361,0.077,0.227,0.51,0.002,0.002,1130.0,4102.0,1.0
indivisual[110],0.439,0.082,0.289,0.594,0.003,0.002,754.0,2954.0,1.0
indivisual[111],52.532,8.76,37.224,69.161,0.21,0.149,1662.0,3669.0,1.0
indivisual[112],0.234,0.048,0.148,0.326,0.001,0.001,1415.0,4038.0,1.0
indivisual[113],1.232,0.355,0.642,1.929,0.01,0.007,1125.0,2960.0,1.0
indivisual[114],0.508,0.116,0.299,0.726,0.003,0.002,1883.0,4148.0,1.0
indivisual[115],1.123,0.328,0.536,1.725,0.009,0.007,1149.0,2197.0,1.0
indivisual[116],0.056,0.013,0.034,0.082,0.0,0.0,1563.0,3733.0,1.0
indivisual[117],0.034,0.008,0.02,0.05,0.0,0.0,1397.0,3791.0,1.0
indivisual[118],0.419,0.099,0.239,0.606,0.002,0.002,1917.0,2976.0,1.0
indivisual[119],0.375,0.07,0.25,0.509,0.002,0.002,922.0,2566.0,1.0
indivisual[120],0.265,0.058,0.163,0.375,0.002,0.001,1258.0,2977.0,1.0
indivisual[121],0.714,0.133,0.479,0.971,0.004,0.003,1045.0,2996.0,1.0
indivisual[122],0.299,0.06,0.193,0.416,0.002,0.001,961.0,3890.0,1.0
indivisual[123],0.413,0.077,0.269,0.555,0.003,0.002,866.0,3054.0,1.0
indivisual[124],0.279,0.06,0.165,0.387,0.002,0.001,1257.0,3513.0,1.0
indivisual[125],1.345,0.25,0.888,1.818,0.008,0.006,911.0,3909.0,1.0
indivisual[126],0.899,0.196,0.527,1.254,0.005,0.004,1428.0,4482.0,1.0
indivisual[127],9.478,0.916,7.823,11.236,0.06,0.042,236.0,818.0,1.01
indivisual[128],0.958,0.135,0.711,1.217,0.006,0.004,511.0,1298.0,1.01
indivisual[129],1.703,0.397,1.019,2.48,0.009,0.007,1816.0,3935.0,1.0
indivisual[130],0.63,0.176,0.32,0.955,0.003,0.002,2897.0,4436.0,1.0
indivisual[131],1.626,0.472,0.817,2.512,0.013,0.009,1272.0,2516.0,1.0
indivisual[132],0.127,0.029,0.076,0.181,0.001,0.001,1396.0,3655.0,1.0
indivisual[133],33.917,2.846,28.396,39.038,0.244,0.174,136.0,436.0,1.03
indivisual[134],9.197,0.845,7.553,10.718,0.067,0.048,160.0,568.0,1.02
indivisual[135],23.874,1.979,20.187,27.592,0.174,0.124,131.0,397.0,1.03
indivisual[136],18.09,1.542,15.149,20.921,0.132,0.093,138.0,500.0,1.03
indivisual[137],15.665,1.429,12.91,18.204,0.114,0.081,160.0,542.0,1.03
indivisual[138],16.389,1.395,13.752,18.993,0.113,0.08,153.0,535.0,1.03
indivisual[139],21.589,1.996,17.933,25.494,0.164,0.117,147.0,571.0,1.02
indivisual[140],6.429,0.612,5.307,7.583,0.046,0.032,179.0,552.0,1.02
indivisual[141],12.876,1.241,10.563,15.211,0.094,0.066,175.0,648.0,1.02
indivisual[142],2.889,0.305,2.312,3.455,0.022,0.016,186.0,760.0,1.02
indivisual[143],11.126,0.985,9.258,12.968,0.081,0.058,147.0,594.0,1.03
indivisual[144],2.108,0.223,1.699,2.52,0.016,0.011,205.0,892.0,1.02
indivisual[145],4.669,0.52,3.696,5.635,0.036,0.026,208.0,881.0,1.02
indivisual[146],9.798,1.13,7.756,11.968,0.073,0.052,238.0,944.0,1.02
indivisual[147],7.019,0.823,5.471,8.539,0.055,0.039,221.0,1111.0,1.02
indivisual[148],3.057,0.315,2.451,3.625,0.023,0.016,196.0,747.0,1.02
indivisual[149],28.857,4.539,20.64,37.507,0.235,0.166,378.0,959.0,1.01
indivisual[150],8.527,1.542,5.692,11.32,0.068,0.048,511.0,1317.0,1.01
indivisual[151],0.01,0.003,0.006,0.015,0.0,0.0,1212.0,2735.0,1.0
indivisual[152],8.619,1.162,6.477,10.755,0.06,0.042,365.0,1459.0,1.01
indivisual[153],5.674,1.092,3.797,7.83,0.046,0.033,562.0,1486.0,1.01
indivisual[154],6.651,1.269,4.346,9.032,0.055,0.039,534.0,1354.0,1.01
indivisual[155],11.197,1.704,8.153,14.445,0.07,0.05,591.0,2420.0,1.01
indivisual[156],1.979,0.468,1.122,2.839,0.016,0.011,858.0,2201.0,1.0
indivisual[157],3.024,0.663,1.856,4.282,0.025,0.017,727.0,1741.0,1.0
indivisual[158],0.248,0.048,0.163,0.342,0.002,0.001,845.0,2604.0,1.01
indivisual[159],6.841,2.345,2.876,11.261,0.062,0.044,1314.0,1981.0,1.0
indivisual[160],9.172,2.205,5.121,13.205,0.071,0.05,954.0,2196.0,1.0
indivisual[161],1.85,0.46,1.053,2.735,0.015,0.01,1010.0,2001.0,1.0
indivisual[162],0.411,0.12,0.203,0.635,0.003,0.002,1330.0,3289.0,1.0
indivisual[163],1.439,0.421,0.704,2.224,0.012,0.008,1184.0,2794.0,1.0
indivisual[164],7.856,1.919,4.507,11.521,0.061,0.043,986.0,2546.0,1.01
indivisual[165],2.747,0.592,1.694,3.896,0.016,0.011,1422.0,4024.0,1.0
indivisual[166],0.301,0.07,0.171,0.427,0.002,0.001,1455.0,3954.0,1.0
indivisual[167],2.865,0.606,1.723,3.953,0.015,0.011,1698.0,4115.0,1.0
indivisual[168],3.672,1.029,1.941,5.692,0.03,0.021,1101.0,2606.0,1.0
indivisual[169],0.519,0.118,0.303,0.738,0.003,0.002,1375.0,3385.0,1.0
indivisual[170],0.112,0.026,0.064,0.162,0.001,0.001,1405.0,3463.0,1.0
indivisual[171],0.08,0.019,0.046,0.116,0.0,0.0,1665.0,3936.0,1.0
indivisual[172],0.671,0.167,0.35,0.969,0.006,0.004,875.0,2679.0,1.0
indivisual[173],0.245,0.061,0.139,0.364,0.001,0.001,1705.0,4433.0,1.0
indivisual[174],0.175,0.044,0.093,0.254,0.001,0.001,1502.0,4031.0,1.0
